https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume BTC,Volume USDT,tradecount
1610190000000,2021-01-09 11:00:00,BTC/USDT,40437.01,41375.00,40306.66,40639.04,19769.797,807730913.97819,168838
1610186400000,2021-01-09 10:00:00,BTC/USDT,40411.87,40800.00,40155.00,40441.62,9922.021,401489292.34172,95984
1610182800000,2021-01-09 09:00:00,BTC/USDT,40210.89,40863.48,40203.00,40410.79,12925.431,524141854.59254,120527
1610179200000,2021-01-09 08:00:00,BTC/USDT,39683.38,40333.00,39330.24,40210.89,11764.392,469149754.31928,110654
1610175600000,2021-01-09 07:00:00,BTC/USDT,39017.99,39745.30,38733.28,39683.38,12933.545,508439678.08941,115334
1610172000000,2021-01-09 06:00:00,BTC/USDT,39341.02,39693.41,38900.00,39017.98,17329.994,680210250.59860,153629
1610168400000,2021-01-09 05:00:00,BTC/USDT,40270.00,40270.00,39201.00,39341.12,14002.883,556247601.22651,122002
1610164800000,2021-01-09 04:00:00,BTC/USDT,40275.84,40555.00,39862.00,40272.08,8199.781,329998774.99585,76724
1610161200000,2021-01-09 03:00:00,BTC/USDT,40018.44,40440.62,39775.00,40275.85,6605.178,265149649.29302,68151
1610157600000,2021-01-09 02:00:00,BTC/USDT,40249.00,40621.47,39545.00,40018.25,13558.391,544027628.02005,110004
1610154000000,2021-01-09 01:00:00,BTC/USDT,40341.75,40384.26,39806.83,40249.00,12552.093,503211017.10301,110341
1610150400000,2021-01-09 00:00:00,BTC/USDT,40638.91,41045.93,40014.66,40341.75,14317.522,580841760.83704,119963
1610146800000,2021-01-08 23:00:00,BTC/USDT,40704.90,41000.00,40511.00,40637.23,8883.403,362151074.00439,90459
1610143200000,2021-01-08 22:00:00,BTC/USDT,40130.39,40878.53,39783.65,40703.35,12937.392,522313532.79768,132343
1610139600000,2021-01-08 21:00:00,BTC/USDT,39111.80,40141.30,38655.00,40130.39,22841.017,903128465.29853,202396
1610136000000,2021-01-08 20:00:00,BTC/USDT,40426.44,40550.01,38890.52,39111.84,41104.891,1629791976.66205,334479
1610132400000,2021-01-08 19:00:00,BTC/USDT,39979.22,40786.22,39958.87,40426.44,15785.442,638083740.57161,137511
1610128800000,2021-01-08 18:00:00,BTC/USDT,41077.15,41231.33,39800.00,39956.48,25909.785,1048757778.19560,211588
1610125200000,2021-01-08 17:00:00,BTC/USDT,41357.01,41639.36,40934.59,41077.16,12127.883,500680721.31198,110733
1610121600000,2021-01-08 16:00:00,BTC/USDT,40877.97,41689.84,40418.78,41362.62,20673.602,850527080.80807,174636
1610118000000,2021-01-08 15:00:00,BTC/USDT,41560.00,42125.51,39726.37,40879.40,53671.604,2195132772.57117,399236
1610114400000,2021-01-08 14:00:00,BTC/USDT,41374.43,41665.09,41017.40,41560.00,13050.653,539677776.99209,120742
1610110800000,2021-01-08 13:00:00,BTC/USDT,41390.80,41736.65,40780.76,41367.27,18095.809,746546908.90817,151470
1610107200000,2021-01-08 12:00:00,BTC/USDT,41399.98,41900.40,40900.00,41390.71,29525.397,1224882793.69324,220951
1610103600000,2021-01-08 11:00:00,BTC/USDT,40833.78,41800.00,40510.08,41399.98,35861.565,1476263581.14202,281290
1610100000000,2021-01-08 10:00:00,BTC/USDT,39408.54,41260.54,39258.94,40839.01,36418.261,1469297775.01644,293599
1610096400000,2021-01-08 09:00:00,BTC/USDT,38702.66,39416.00,38250.87,39408.55,14272.696,554684675.33575,124930
1610092800000,2021-01-08 08:00:00,BTC/USDT,38965.80,39055.26,38450.00,38702.79,11106.558,429905866.78726,96330
1610089200000,2021-01-08 07:00:00,BTC/USDT,38590.00,39200.00,38352.55,38965.76,11257.953,437392788.04745,102553
1610085600000,2021-01-08 06:00:00,BTC/USDT,38027.88,38745.03,37615.00,38589.99,13709.471,524518293.62169,115037
1610082000000,2021-01-08 05:00:00,BTC/USDT,38707.65,38748.19,37939.82,38020.01,12343.619,473860894.43545,99973
1610078400000,2021-01-08 04:00:00,BTC/USDT,38374.72,38983.41,38186.65,38702.63,13649.407,527387174.10309,112608
1610074800000,2021-01-08 03:00:00,BTC/USDT,37238.41,38500.00,37118.34,38374.71,18853.031,717087623.09686,144755
1610071200000,2021-01-08 02:00:00,BTC/USDT,38740.71,38744.00,36539.77,37238.41,40852.802,1529903836.44885,303348
1610067600000,2021-01-08 01:00:00,BTC/USDT,38877.92,39097.95,37850.00,38739.18,22389.900,862343338.17501,177304
